name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),Summer 2014,6/1/2014,154462,645,209,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Kingsbridge - Riverdale,Winter 2016-17,12/1/2016,827899,659,402,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Ridgewood - Forest Hills,Summer 2019,6/1/2019,169476,365,209,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Summer 2020,6/1/2020,742454,365,209,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Borough Park,Summer 2019,6/1/2019,169523,365,109,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Riverdale and Fieldston (CD8),Winter 2016-17,12/1/2016,605924,365,111,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Ridgewood - Forest Hills,Summer 2019,6/1/2019,742418,365,109,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Borough Park,Summer 2019,6/1/2019,174122,365,210,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Parkchester and Soundview (CD9),Summer 2019,6/1/2019,174190,365,210,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),Summer 2021,6/1/2021,649828,365,210,7.91
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Winter 2022-23,12/1/2022,605830,365,210,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Winter 2021-22,12/1/2021,130970,651,502,7.91
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,Winter 2020-21,12/1/2020,605998,365,311,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bayside - Little Neck,Summer 2021,6/1/2021,823505,365,311,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Annual Average 2013,12/1/2012,168414,365,209,7.90
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Flushing - Clearview,2015-2017,1/1/2015,649918,365,109,7.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Woodside and Sunnyside (CD2),Summer 2020,6/1/2020,168402,365,109,7.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jackson Heights (CD3),Summer 2016,6/1/2016,605926,365,111,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,Annual Average 2015,1/1/2015,173102,365,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,Annual Average 2015,1/1/2015,173136,365,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morris Park and Bronxdale (CD11),Summer 2016,6/1/2016,547533,365,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Summer 2014,6/1/2014,412049,386,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Canarsie - Flatlands,Winter 2017-18,12/1/2017,336513,375,201,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Canarsie - Flatlands,Winter 2017-18,12/1/2017,175333,375,101,7.90
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Jamaica,2005-2007,1/1/2005,175879,375,101,7.90
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,Stapleton - St. George,2012-2014,1/2/2012,176677,375,101,7.90
Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Downtown - Heights - Slope,2005-2007,1/1/2005,216408,386,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Greenwich Village - SoHo,Annual Average 2023,1/1/2023,743628,386,210,7.90
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Annual Average 2022,1/1/2022,743614,386,312,7.90
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rego Park and Forest Hills (CD6),Winter 2019-20,12/1/2019,216347,386,112,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jackson Heights (CD3),Summer 2019,6/1/2019,216348,386,112,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),Winter 2016-17,12/1/2016,743638,386,112,7.89
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Summer 2014,6/1/2014,216407,386,210,7.89
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper East Side-Gramercy,Summer 2020,6/1/2020,216420,386,212,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),Annual Average 2015,1/1/2015,743626,386,212,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),Summer 2018,6/1/2018,550013,375,108,7.89
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Crotona -Tremont,Winter 2018-19,12/1/2018,827486,651,101,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,Highbridge and Concourse (CD4),Winter 2018-19,12/1/2018,130949,651,301,7.89
Fine particles (PM 2.5),Mean,mcg/m3,CD,Central Harlem (CD10),Annual Average 2016,12/31/2015,130931,651,101,7.89
Fine particles (PM 2.5),Mean,mcg/m3,Citywide,New York City,Winter 2016-17,12/1/2016,131514,650,201,7.89
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,Summer 2021,6/1/2021,670923,386,211,7.88
Nitrogen dioxide (NO2),Mean,ppb,CD,Rockaway and Broad Channel (CD14),Summer 2013,6/1/2013,336653,375,209,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,Central Harlem (CD10),Annual Average 2017,1/1/2017,877028,375,211,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Crown Heights and Lefferts Gardens (CD9),Summer 2019,6/1/2019,877030,375,211,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),Summer 2018,6/1/2018,670979,386,101,7.88
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,South Beach - Tottenville,Summer 2017,6/1/2017,605237,386,201,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Summer 2018,6/1/2018,605248,386,301,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,Crown Heights and Prospect Heights (CD8),Winter 2016-17,12/1/2016,827898,659,401,7.88
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Queens,Winter 2017-18,12/1/2017,827870,659,101,7.88
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morrisania and Crotona (CD3),Annual Average 2017,1/1/2017,131305,659,501,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,St. George and Stapleton (CD1),Winter 2015-16,12/1/2015,518666,661,301,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Winter 2017-18,12/1/2017,131295,659,401,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,Queens Village (CD13),Annual Average 2013,12/1/2012,177139,365,101,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Flatbush - Flatbush,Summer 2019,6/1/2019,605941,365,204,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Flatbush - Flatbush,Summer 2019,6/1/2019,823162,365,203,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Upper West Side,Winter 2019-20,12/1/2019,669889,365,304,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatlands and Canarsie (CD18),Winter 2017-18,12/1/2017,211975,365,301,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Coney Island - Sheepshead Bay,Summer 2018,6/1/2018,649836,365,301,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Upper West Side,Winter 2019-20,12/1/2019,211961,365,102,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,Upper West Side (CD7),Winter 2019-20,12/1/2019,411990,386,2,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Coney Island - Sheepshead Bay,Summer 2018,6/1/2018,219972,386,2,7.87
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bayside - Little Neck,Winter 2016-17,12/1/2016,219973,386,2,7.87
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jamaica and Hollis (CD12),Summer 2021,6/1/2021,412018,386,307,7.87
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Manhattan,Winter 2021-22,12/1/2021,222438,386,107,7.86
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),Winter 2017-18,12/1/2017,743730,386,2,7.86
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Winter 2019-20,12/1/2019,219974,386,2,7.86
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Winter 2011-12,12/1/2011,743712,386,208,7.86
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2021,1/1/2021,743731,386,1,7.86
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southeast Queens,Annual Average 2013,12/1/2012,743720,386,107,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Southeast Queens,Annual Average 2013,12/1/2012,177152,365,207,7.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Summer 2016,6/1/2016,173739,365,201,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Downtown - Heights - Slope,Annual Average 2018,1/1/2018,605801,365,201,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Hunts Point - Mott Haven,Annual Average 2018,1/1/2018,410878,365,202,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Downtown - Heights - Slope,Annual Average 2018,1/1/2018,742292,365,102,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bayside Little Neck-Fresh Meadows,Winter 2016-17,12/1/2016,878223,386,307,7.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bensonhurst (CD11),Summer 2016,6/1/2016,878234,386,207,7.85
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,Summer 2014,6/1/2014,222490,386,208,7.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kingsbridge Heights and Bedford (CD7),Summer 2019,6/1/2019,549384,386,301,7.85
Fine particles (PM 2.5),Mean,mcg/m3,CD,Morrisania and Crotona (CD3),Annual Average 2016,12/31/2015,670922,386,301,7.85
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,Upper East Side (CD8),2019,1/1/2019,605287,386,301,7.85
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Summer 2022,6/1/2022,549373,386,201,7.85
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Union Square-Lower Manhattan,Winter 2020-21,12/1/2020,605273,386,102,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Tottenville and Great Kills (CD3),Annual Average 2013,12/1/2012,605292,386,402,7.84
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Willowbrook,Summer 2020,6/1/2020,670917,386,402,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bayside and Little Neck (CD11),Winter 2016-17,12/1/2016,549385,386,302,7.84
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Port Richmond,Summer 2018,6/1/2018,549389,386,402,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bay Ridge and Dyker Heights (CD10),Winter 2019-20,12/1/2019,670936,386,102,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Williamsbridge and Baychester (CD12),Summer 2016,6/1/2016,667509,375,105106107,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Washington Heights and Inwood (CD12),Winter 2018-19,12/1/2018,171706,375,208,7.84
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Annual Average 2023,1/1/2023,643478,375,208,7.84
Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,Clinton and Chelsea (CD4),2005,1/1/2005,877015,375,206,7.83
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Summer 2018,6/1/2018,650988,386,408,7.83
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),Summer 2016,6/1/2016,338247,386,105106107,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Winter 2019-20,12/1/2019,338225,386,208,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,Winter 2019-20,12/1/2019,211561,375,206,7.83
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hillcrest and Fresh Meadows (CD8),Winter 2016-17,12/1/2016,827868,659,4,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,211408,365,4,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bensonhurst - Bay Ridge,Summer 2018,6/1/2018,605659,365,4,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Lower Manhattan,Summer 2020,6/1/2020,174118,365,206,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Harlem,Winter 2019-20,12/1/2019,211969,365,206,7.83
Nitrogen dioxide (NO2),Mean,ppb,Borough,Staten Island,Summer 2020,6/1/2020,669685,365,206,7.83
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,South Beach - Tottenville,Annual Average 2013,12/1/2012,174188,365,208,7.82
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Annual Average 2015,1/1/2015,174120,365,208,7.82
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Winter 2019-20,12/1/2019,649824,365,208,7.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,Long Island City and Astoria (CD1),Annual Average 2016,12/31/2015,669679,365,208,7.82
Nitrogen dioxide (NO2),Mean,ppb,UHF42,South Beach - Tottenville,Summer 2019,6/1/2019,219985,386,4,7.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Harlem (CD11),Winter 2019-20,12/1/2019,219986,386,4,7.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,Coney Island (CD13),Winter 2017-18,12/1/2017,823428,365,206,7.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,Hunts Point and Longwood (CD2),Annual Average 2019,1/1/2019,219988,386,4,7.82
Fine particles (PM 2.5),Mean,mcg/m3,CD,Clinton and Chelsea (CD4),Annual Average 2022,1/1/2022,643477,375,208,7.82
Nitrogen dioxide (NO2),Mean,ppb,UHF42,South Beach - Tottenville,Summer 2023,6/1/2023,605283,386,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Winter 2017-18,12/1/2017,549380,386,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Washington Heights,Annual Average 2016,12/31/2015,549388,386,401,7.81
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Rockaways,Summer 2017,6/1/2017,670926,386,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bedford Stuyvesant - Crown Heights,Winter 2019-20,12/1/2019,171672,375,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,CD,Long Island City and Astoria (CD1),Winter 2018-19,12/1/2018,211767,375,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flushing and Whitestone (CD7),Summer 2019,6/1/2019,549919,375,208,7.81
Nitrogen dioxide (NO2),Mean,ppb,UHF42,Rockaways,Summer 2017,6/1/2017,667377,375,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Pelham - Throgs Neck,Summer 2019,6/1/2019,549921,375,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fresh Meadows,Winter 2016-17,12/1/2016,602862,375,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Coney Island - Sheepshead Bay,Winter 2017-18,12/1/2017,173712,365,208,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Washington Heights,Annual Average 2016,12/31/2015,213954,365,212,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Coney Island - Sheepshead Bay,Winter 2017-18,12/1/2017,179149,365,1,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bedford Stuyvesant - Crown Heights,Winter 2019-20,12/1/2019,179151,365,1,7.81
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Pelham - Throgs Neck,Summer 2019,6/1/2019,547596,365,1,7.81
Fine particles (PM 2.5),Mean,mcg/m3,CD,Queens Village (CD13),Summer 2021,6/1/2021,547598,365,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,CD,Belmont and East Tremont (CD6),Winter 2018-19,12/1/2018,669608,365,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kew Gardens and Woodhaven (CD9),Winter 2015-16,12/1/2015,211342,365,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Harlem (CD11),Winter 2018-19,12/1/2018,827908,659,501,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Summer 2016,6/1/2016,222510,386,301,7.80
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Beach and Willowbrook (CD2),Annual Average 2015,1/1/2015,222511,386,301,7.80
Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,Downtown - Heights - Slope,2015-2017,1/1/2015,222445,386,201,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Summer 2016,6/1/2016,222512,386,301,7.80
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Manhattan,Summer 2020,6/1/2020,222513,386,301,7.80
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bayside - Little Neck,2009-2011,1/1/2009,222447,386,201,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East New York,Annual Average 2016,12/31/2015,743708,386,301,7.80
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,Summer 2016,6/1/2016,605892,365,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East New York,Annual Average 2016,12/31/2015,179165,365,1,7.80
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,Staten Island,2009-2011,1/1/2009,130439,640,1,7.80
Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",Borough,Staten Island,2005-2007,1/1/2005,179164,365,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,Annual Average 2021,1/1/2021,130535,642,1,7.80
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Stapleton - St. George,Summer 2016,6/1/2016,130487,641,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Port Richmond,Summer 2019,6/1/2019,410964,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,742390,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Washington Heights,Annual Average 2017,1/1/2017,410963,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Harlem,Winter 2018-19,12/1/2018,179180,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Washington Heights and Inwood (CD12),Annual Average 2016,12/31/2015,179178,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2020,1/1/2020,649893,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Bensonhurst - Bay Ridge,Summer 2019,6/1/2019,211339,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Washington Heights,Annual Average 2017,1/1/2017,669610,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Winter 2017-18,12/1/2017,334180,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Jackson Heights (CD3),Winter 2016-17,12/1/2016,874532,365,1,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,East Flatbush (CD17),Annual Average 2016,12/31/2015,823270,365,301,7.79
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Harlem,Winter 2018-19,12/1/2018,410899,365,209,7.79
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Staten Island,Winter 2017-18,12/1/2017,222514,386,301,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,Financial District (CD1),Winter 2020-21,12/1/2020,823419,365,209,7.79
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Ozone Park and Howard Beach (CD10),Summer 2021,6/1/2021,167765,375,209,7.78
Fine particles (PM 2.5),Mean,mcg/m3,CD,Kingsbridge Heights and Bedford (CD7),Annual Average 2016,12/31/2015,741150,375,109,7.78
Nitrogen dioxide (NO2),Mean,ppb,UHF34,Southern SI,Summer 2015,6/1/2015,165865,375,109,7.78
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Willowbrook,Winter 2015-16,12/1/2015,166632,375,109,7.78
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Kingsbridge - Riverdale,Summer 2019,6/1/2019,412081,386,111,7.78
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatbush and Midwood (CD14),Summer 2019,6/1/2019,743615,386,311,7.78
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Kingsbridge - Riverdale,Summer 2019,6/1/2019,743641,386,109,7.78
Fine particles (PM 2.5),Mean,mcg/m3,CD,Bensonhurst (CD11),Summer 2019,6/1/2019,827515,651,402,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Canarsie - Flatlands,Summer 2016,6/1/2016,130960,651,402,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Southern SI,Summer 2014,6/1/2014,667388,375,210,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Fordham - Bronx Pk,Summer 2019,6/1/2019,602869,375,210,7.77
Nitrogen dioxide (NO2),Mean,ppb,UHF42,South Beach - Tottenville,Summer 2017,6/1/2017,643483,375,210,7.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2016,12/31/2015,211565,375,210,7.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,Washington Heights and Inwood (CD12),Annual Average 2017,1/1/2017,170302,365,209,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Fordham - Bronx Pk,Summer 2019,6/1/2019,170184,365,209,7.77
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sunset Park (CD7),Annual Average 2018,1/1/2018,649920,365,109,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Canarsie - Flatlands,Summer 2016,6/1/2016,874499,365,111,7.77
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,East Flatbush - Flatbush,Winter 2016-17,12/1/2016,170172,365,109,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Rockaways,Summer 2018,6/1/2018,170290,365,109,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Flushing - Clearview,Summer 2019,6/1/2019,827909,659,502,7.76
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),Summer 2017,6/1/2017,131306,659,502,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Flushing - Clearview,Summer 2019,6/1/2019,173714,365,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Brooklyn,Annual Average 2016,12/31/2015,670924,386,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Union Square - Lower East Side,Annual Average 2020,1/1/2020,549382,386,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Rockaways,Summer 2018,6/1/2018,605285,386,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Long Island City - Astoria,Summer 2020,6/1/2020,171606,375,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,CD,Sheepshead Bay (CD15),Annual Average 2015,1/1/2015,171674,375,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Long Island City - Astoria,Summer 2020,6/1/2020,549927,375,210,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,East Flatbush - Flatbush,Winter 2016-17,12/1/2016,130951,651,303,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,Washington Heights,Winter 2018-19,12/1/2018,827506,651,303,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Washington Heights,Winter 2018-19,12/1/2018,827495,651,203,7.76
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,Gramercy Park - Murray Hill,Annual Average 2023,1/1/2023,130940,651,203,7.76
Nitrogen dioxide (NO2),Mean,ppb,CD,Tottenville and Great Kills (CD3),Summer 2019,6/1/2019,628553,650,303,7.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Riverdale and Fieldston (CD8),Summer 2019,6/1/2019,549349,386,305,7.75
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,High Bridge - Morrisania,Winter 2018-19,12/1/2018,549336,386,203,7.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Rockaway and Broad Channel (CD14),Summer 2018,6/1/2018,602730,375,203,7.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Fort Greene and Brooklyn Heights (CD2),Annual Average 2018,1/1/2018,175293,375,103,7.75
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Bronx,Annual Average 2016,12/31/2015,740928,375,205,7.75
Fine particles (PM 2.5),Mean,mcg/m3,Borough,Queens,Summer 2016,6/1/2016,131269,659,103,7.75
Fine particles (PM 2.5),Mean,mcg/m3,CD,Flatlands and Canarsie (CD18),Summer 2016,6/1/2016,827872,659,103,7.75
